"id","vendor_id","pickup_datetime","dropoff_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","store_and_fwd_flag","trip_duration","dist_meters","wait_sec"
175,"Quito","2016-09-19 12:04:55","2016-09-19 12:21:41",0.425531950087417,0.79909740305109,-78.4200983889695,-0.09332268895785,"N",1006,13327,963
176,"Monterrey","2016-09-19 12:20:29","2016-09-19 12:25:30",0.179249831793209,0.656438515519935,-100.323954267308,25.7827493480769,"N",302,1912,7
177,"Default Fare","2016-09-19 12:56:24","2016-09-19 12:58:16",0.338916390392613,0.2289889394696,-104.301703232641,19.0940937988891,"N",112,30,108
178,"Monterrey","2016-09-19 12:34:44","2016-09-19 01:02:40",0.147126077233095,0.641653194685615,-100.246960404291,25.8285634215934,"N",1676,17843,501
179,"Ecuador","2016-09-19 01:02:08","2016-09-19 01:03:15",0.338925373545454,0.229006905631788,-104.30495802,19.09941046,"N",68,682,5
180,"Guadalajara","2016-09-19 01:06:57","2016-09-19 01:11:53",0.338934356698295,0.229545890486833,-104.32965976,19.11144412,"N",296,1919,77
181,"Guadalajara","2016-09-19 01:16:54","2016-09-19 01:24:02",0.338943339851137,0.229599788971234,-104.34251558,19.13273004,"N",428,4002,85
182,"Monterrey","2016-09-19 12:47:49","2016-09-19 01:25:35",0.15347716629182,0.583580433729975,-100.275231230867,25.6243946950353,"N",2267,21915,225
183,"México DF Taxi de Sitio","2016-09-18 05:52:48","2016-09-19 01:39:01",0.0559291095892814,0.324083476916953,-99.063964431051,19.4135642509554,"N",27973,24637,614
184,"México DF Taxi de Sitio","2016-09-19 01:39:25","2016-09-19 01:42:47",0.0138610048339642,0.319879427771689,-99.0534515338465,19.426973691181,"N",203,2399,3
185,"Monterrey","2016-09-19 01:26:00","2016-09-19 02:20:16",0.169377346820736,0.612666297395127,-100.201198149309,25.6579898165218,"N",3256,17329,206
186,"Monterrey","2016-09-19 02:20:32","2016-09-19 02:28:02",0.154806672912317,0.599174356343562,-100.212043349734,25.6444780201551,"N",451,3346,10
187,"Panamá UberX","2016-09-15 11:23:50","2016-09-19 02:44:49",0.747470181610171,0.0040873345392808,-79.5084526,9.01792865999998,"N",271259,5229,302
188,"Panamá UberX","2016-09-19 02:45:48","2016-09-19 03:06:40",0.747299501706189,0.00739313476778236,-79.48709225,9.07817300999999,"N",1252,13077,60
189,"Monterrey","2016-09-19 04:25:49","2016-09-19 04:28:23",0.125620409331274,0.595329775813943,-100.110488,25.65285968,"N",154,1714,3613
190,"Monterrey","2016-09-18 10:56:35","2016-09-19 05:07:18",0.180929681374513,0.658729068628365,-100.349605969029,25.6967753906446,"N",22243,23579,741
191,"Uruguay","2016-09-19 07:53:44","2016-09-19 07:57:19",0.345087816394514,0.739221104600775,-57.3704708830303,-33.8680888733333,"N",216,1498,45
192,"Uruguay","2016-09-19 07:58:09","2016-09-19 08:01:39",0.346345457792281,0.738188127883275,-57.366106918,-33.876425228,"N",210,1447,17
193,"Quito","2016-09-13 05:27:36","2016-09-13 05:49:56",0.439410921227064,0.0793930794035776,-78.48762968,-0.17120468,"N",1340,9326,322
194,"Monterrey","2016-09-19 06:41:36","2016-09-19 06:46:34",0.124380734239189,0.564141866111212,-100.09423968,25.64438668,"N",299,2722,3660
195,"Bogotá","2016-09-19 06:38:17","2016-09-19 06:56:23",0.384820301411121,0.755964276081102,-74.1641182755585,4.6237035414663,"N",1086,5876,6
196,"Quito","2016-09-19 06:37:49","2016-09-19 06:56:54",0.460916589128885,0.116727007273053,-78.4843837219392,-0.169624794984812,"N",1145,5672,338
197,"Monterrey","2016-09-19 06:57:16","2016-09-19 07:01:07",0.124192088029524,0.564025090783809,-100.09243466,25.64285698,"N",231,2609,3616
198,"Quito","2016-09-19 07:16:39","2016-09-19 07:17:47",0.498025993515863,0.14039755525295,-78.47551208,-0.162803460000003,"N",69,70,94
199,"Quito","2016-09-19 06:49:31","2016-09-19 07:23:07",0.516737900884072,0.0246228211797977,-78.46413498,-0.156799659999998,"N",2017,11630,818
200,"Quito","2016-09-15 07:05:04","2016-09-19 07:33:14",0.526870897288941,0.0699607769425164,-78.4869396477796,-0.118756178953448,"N",304091,7366,1396
